,DK,NO,DE,BE,NL,GB
2015-01-02 00:00:00,12938.9116177428,22097.310915373386,241358.69453070132,30064.642461338244,54258.298101754495,95733.68965628439
2015-01-02 01:00:00,12778.17493178754,22308.119075784638,239977.9256443152,28700.375770861196,51241.97818650334,103107.35701566578
2015-01-02 02:00:00,12016.6844713752,22134.76593412239,242628.33186406697,28429.758692598054,50064.089167760685,105042.46445296024
2015-01-02 03:00:00,11038.018874758287,22202.832422483767,244203.80463140484,28241.962027378275,49268.52717272453,108072.326227051
2015-01-02 04:00:00,10601.235379423573,22761.520750077005,242282.6069848186,27289.92467683112,48779.424688464795,113372.84560028696
2015-01-02 05:00:00,10712.864625530983,23645.89230315173,240688.9312270064,26731.425731369396,48658.760511315646,120461.49559116816
2015-01-02 06:00:00,11061.498474430095,24828.212772166105,236472.25300477265,25609.16207927848,48278.42837454417,123161.54380619974
2015-01-02 07:00:00,11755.83813440433,25571.502475813537,234575.1440788646,25248.713054414384,47639.00719159767,124337.82150203882
2015-01-02 08:00:00,12473.496552329132,25987.147808776426,228675.74054883645,25867.636284367334,46643.98146946215,126713.08981106152
2015-01-02 09:00:00,13627.803697943697,26513.966632114643,223701.4514754415,26497.348900943616,47731.76699273416,128900.30685748838
2015-01-02 10:00:00,13821.173461088321,26705.030571541367,235565.55105777926,24637.875300172338,50466.6639576497,132305.214669757
2015-01-02 11:00:00,13934.253393509927,26877.90832436056,232952.59942802918,22633.958117646598,51354.38066020764,132051.14928500453
2015-01-02 12:00:00,14205.91307225253,26838.704384373676,215793.6264655057,21678.51468678184,47752.008144392705,129361.18277936323
2015-01-02 13:00:00,14308.176780029426,27005.46093585902,208683.00642116342,21681.198640215756,49024.759327274536,124634.35085953477
2015-01-02 14:00:00,14762.361060794716,27322.99576237469,206620.48854112765,23236.209493577786,49821.66822169635,114374.07224001944
2015-01-02 15:00:00,14472.902543581695,27669.702279900972,202864.24871454353,28955.456530943677,49112.11927943422,108912.53936119337
2015-01-02 16:00:00,14260.173037929158,27580.321448123577,202275.28755581193,34962.76537712829,49980.66016700139,122024.11921552541
2015-01-02 17:00:00,14232.770756424365,25558.56109227478,203085.77630160723,35920.71650061787,49319.15388492157,125899.21967737116
2015-01-02 18:00:00,14355.31860899086,27368.26951903497,198105.82883752388,36089.98515153716,47454.908258547126,126973.62660423812
2015-01-02 19:00:00,15773.445201731327,27003.81856057476,201728.47931982297,35732.692962866044,49442.12139590432,121146.15950706524
2015-01-02 20:00:00,15179.37099529507,26390.565902821836,208743.31279164812,35542.47923299735,50161.96667503255,119635.19645011508
2015-01-02 21:00:00,15470.483160779451,25858.028463325463,211737.81223650518,36864.64810183546,48591.4630268632,118900.55621730507
2015-01-02 22:00:00,15614.404803512802,25292.039547505796,211837.4659208779,38057.73082700549,47311.00870386005,119305.95016753687
2015-01-02 23:00:00,15781.446884268622,24866.622655267238,211938.52837371483,37654.272804190274,46327.41578642389,120069.82321261328
2015-01-03 00:00:00,15916.740806953425,24486.875649832902,207486.56610691582,37169.923962047695,44784.845848003926,122812.3339718233
2015-01-03 01:00:00,15569.49972651758,24455.33063811535,209757.88806074683,35553.64682396782,47443.55229833906,122306.79501915476
2015-01-03 02:00:00,15292.877078939535,24462.628649928207,214380.93535325493,34353.39933086067,49798.2215274592,120362.5906386121
2015-01-03 03:00:00,15391.271203126505,24517.878736681905,216149.87734407507,32559.090045291283,49831.40786063934,116382.7013190841
2015-01-03 04:00:00,15663.081891846465,24699.70787826562,217733.52627373507,31545.24143239321,50140.01614280899,112397.41977073826
2015-01-03 05:00:00,16080.480954151004,25120.375897493694,221102.20234429988,31280.31065349433,50507.52530139788,110076.76417877476
2015-01-03 06:00:00,11744.686483774509,25604.69588609947,223685.3972275326,35842.79252284084,49911.289460679,112973.02979508456
2015-01-03 07:00:00,11639.080117208314,26367.875613552824,224434.78823495167,38076.347300657515,51741.29283041538,120545.2882397084
2015-01-03 08:00:00,11663.469981407972,27217.9981696586,226651.19702704306,39801.72309737176,52667.51003531066,128261.07709876391
2015-01-03 09:00:00,11609.36205639983,27770.522491318454,237618.50161521827,42248.66159843033,50420.692840944925,133514.3542208193
2015-01-03 10:00:00,11335.611708109707,27880.021892032946,243851.81801902637,42906.73201914095,48688.50130273528,135725.07401651508
2015-01-03 11:00:00,11104.223866634184,27883.121532142704,230446.76381807073,42342.633884223076,46043.812858618905,133013.12760926748
2015-01-03 12:00:00,12280.653303651066,27762.025519560324,218412.1815976342,39517.8928040388,42633.60335607337,129718.03765904359
2015-01-03 13:00:00,11906.603107220191,27726.17536757491,211810.2597989077,38680.91808210543,42198.49682066602,126926.1453478527
2015-01-03 14:00:00,12245.506439469129,26032.506538326255,208384.32427351398,39276.63874783657,43567.661223501,124308.26522244152
2015-01-03 15:00:00,13520.290022018953,24727.487067230664,207213.0462435969,41105.89328654303,46839.314499300504,132503.35434085355
2015-01-03 16:00:00,12705.22494150776,24986.12947958332,210282.24650334852,42295.662317494396,49051.02196746975,150974.09779893345
2015-01-03 17:00:00,10364.079405761222,25131.351417770333,204371.8012802852,44083.71308463406,48630.29529202801,164332.00517010648
2015-01-03 18:00:00,9918.800067917564,24874.232469953095,199984.24917558537,42876.441424012635,44776.28464605938,166443.79405447462
2015-01-03 19:00:00,10355.544924985508,25712.235902030407,200075.70931670922,43664.71015799524,47875.34725683594,163272.67961305217
2015-01-03 20:00:00,12219.728417590786,25304.787931822568,195957.86443862418,45041.13146927873,46135.428359590354,163336.12731761852
2015-01-03 21:00:00,12454.518016492584,25066.66734707866,196499.4399794386,44364.866694743716,44565.608027568494,156778.62948066572
2015-01-03 22:00:00,12643.84820344117,24944.761418583643,194999.09015630867,42474.695302573,44725.708831841104,153668.04264780856
2015-01-03 23:00:00,12633.481661876034,24472.813650119813,200213.3957498095,40549.22267314534,45744.01601913865,150547.7646905598
2015-01-04 00:00:00,12802.310490710586,24356.459484143317,200012.58215922915,38718.852982777236,44428.12630487881,150610.1726596278
2015-01-04 01:00:00,12627.140602327318,24308.976963097364,204709.13061271902,36484.887533289366,45087.45531982165,145483.38004790476
2015-01-04 02:00:00,12586.005053372424,24298.067829007126,207902.5173199175,35600.53795426409,45141.00100109234,143618.34219775116
2015-01-04 03:00:00,12697.589741607071,24329.45986963058,205930.98955160772,36347.21031212494,42787.64187364348,142230.31938141375
2015-01-04 04:00:00,12892.89543628276,24692.826432653634,203081.47923433568,36645.853295314926,41925.4622370426,141155.15235121385
2015-01-04 05:00:00,13189.331178313485,25218.183494618253,201454.79541776463,37607.50584057823,41895.65017460201,141903.9283245245
2015-01-04 06:00:00,13530.47188129668,25565.115718024088,197064.4065872324,38128.01459918831,40875.04936910245,143970.95715901308
2015-01-04 07:00:00,13845.535753267763,25439.812192376776,200180.9572686863,39110.086129093834,42893.317572575295,143227.50382279858
2015-01-04 08:00:00,14153.711920416998,25806.835001808155,206219.0316336315,40603.1228247324,41905.691066412015,146980.70807922818
2015-01-04 09:00:00,13613.487681489973,26240.999039709495,209580.61693085582,40344.44387263312,40608.28975243216,154086.61020993823
2015-01-04 10:00:00,12910.473417424531,26252.301864599965,213041.01170031907,37685.924156339766,40451.76790261414,154006.7438705828
2015-01-04 11:00:00,12274.759068565967,25756.003042342538,212794.72271781697,35983.44020361149,40317.00374183897,152695.4814552354
2015-01-04 12:00:00,12174.839685843534,25477.74979263253,202318.75652130146,35037.794778447234,38208.15711252306,148472.67867793454
2015-01-04 13:00:00,13683.393004185626,24769.554315757072,196064.5164028633,35579.46370769046,36207.99655882716,146443.60023350656
2015-01-04 14:00:00,15976.492916175226,26176.051163747226,186396.2259250522,38442.270496492594,39273.84882669256,149802.8554404418
2015-01-04 15:00:00,10174.956597521545,29058.87556417988,190499.49828712197,41170.74950319236,48428.22011372336,152890.69946115848
2015-01-04 16:00:00,11728.321729829746,30960.726036807162,202727.5468838513,42836.90266959775,56454.36018618277,158193.51315589578
2015-01-04 17:00:00,11614.856579053365,31076.206500727152,204418.06733971418,44010.62468848344,57616.09161474553,160905.54145418762
2015-01-04 18:00:00,11162.160263676245,31071.973767860913,209052.7945530474,44244.40565158636,56711.85551586986,158695.26154900558
2015-01-04 19:00:00,10045.866212857765,30309.88095215783,201491.25350028666,41756.39587347857,50424.64902610708,149000.21947461448
2015-01-04 20:00:00,9889.121698119789,30320.211464106185,201367.32146695597,41677.633262306175,43851.039442781796,143632.01130093422
2015-01-04 21:00:00,9050.812608774813,30650.46767633626,205945.0831502261,42860.569395966726,44639.4143208696,132746.60659193006
2015-01-04 22:00:00,8350.765340909227,32071.977470484682,207701.7861673591,43462.53168521795,45454.540032334655,119866.70470102865
2015-01-04 23:00:00,9229.427809360817,31738.565287100948,203976.11200446234,42691.1998860384,46071.58711587316,112703.4958766073
2015-01-05 00:00:00,11365.61680753782,31228.38228115365,201901.20348706256,42357.89814897906,43938.8110829318,109420.80999391827
2015-01-05 01:00:00,11409.637273159211,31420.78403836527,202200.0922831168,40290.456365441074,45093.47518205281,109003.93211436829
2015-01-05 02:00:00,11032.873501239055,31471.005759667038,204043.71983332996,40142.366372882374,45925.27506361784,108040.03367798714
2015-01-05 03:00:00,11993.509434205736,32103.053582452776,207422.81596030947,40478.77097501732,46620.18123149079,105594.12417232106
2015-01-05 04:00:00,13128.681755497317,32838.37356677298,212739.38165811895,41306.58941005444,47089.074728846485,104035.28823542205
2015-01-05 05:00:00,11060.038860406872,34153.35024040128,226583.58174772593,43847.824823634466,48488.13447949532,103375.11100261088
2015-01-05 06:00:00,17963.414252786606,35925.89681566525,258644.5716041738,45482.066783550894,49790.60418875688,120029.49396442373
2015-01-05 07:00:00,19848.26666974016,36519.93132322969,259557.6368725921,45484.42733542374,49957.63747476538,129830.13630728393
2015-01-05 08:00:00,20402.087535277922,36303.34578047587,272164.0378037391,45613.21481640919,50664.61200748102,129846.735973903
2015-01-05 09:00:00,21130.440516425188,37725.67856842062,267269.2258491686,45951.99570521069,50911.9865926881,128256.8269047394
2015-01-05 10:00:00,20950.733185169673,37133.73621900208,256004.3419797015,44023.72740783538,50652.818925808715,123273.78172041912
2015-01-05 11:00:00,20503.221441302543,36281.00197054981,250242.43940547446,42008.834099173124,50069.89352330035,119739.91856700549
2015-01-05 12:00:00,19630.893182528576,35961.00165610534,259651.82261035228,41801.975352519396,53270.19362672683,125751.68758786395
2015-01-05 13:00:00,19904.730536987892,35020.29017975242,258594.61872131194,41150.39139284393,51392.22175873576,124121.8209236032
2015-01-05 14:00:00,20629.404867541292,35523.29820023948,279482.15279872855,44494.730424955094,62064.17319094284,125292.61494945314
2015-01-05 15:00:00,22048.43857863059,35605.55049365775,309706.07951943733,44799.237866329735,60920.75182375569,124856.3471648805
2015-01-05 16:00:00,23201.92089955618,35071.87255356987,339688.4258428401,50955.58581159756,59909.35502361804,130939.90262202814
2015-01-05 17:00:00,21983.522910660657,34689.07451930542,341301.9953175778,51784.437201898385,59867.869432408384,131050.44830150959
2015-01-05 18:00:00,20133.74091677212,34301.16606278668,339174.7425315629,50722.66465205565,57370.11412795847,136533.89120645472
2015-01-05 19:00:00,19729.85817483408,33801.61112587266,323904.2402633312,50336.34974257058,60794.007476883155,125654.79256717987
2015-01-05 20:00:00,19161.85131141828,33239.51186356923,315371.14265254245,49846.62679837204,61946.1456707703,120235.5275853228
2015-01-05 21:00:00,18167.419368051847,32325.29350424671,309958.2097032387,50718.180050095994,62187.26506812216,110544.4829771405
2015-01-05 22:00:00,16891.94015823587,31135.151975929257,300400.66643994814,50451.25483573339,62151.131341456006,96430.9249458536
2015-01-05 23:00:00,15722.544338433396,33164.50617211018,294084.28607568715,49575.21668834398,61814.90618487749,92660.45268702951
2015-01-06 00:00:00,15631.418834196496,32831.86285664325,291604.26780912466,44517.985511095496,60196.42970247099,91586.84480974796
2015-01-06 01:00:00,15054.758968182685,32647.63426436057,287622.52457752853,43126.17653318489,59931.30410723543,94895.26272277313
2015-01-06 02:00:00,14253.25367790231,32520.230480181028,286597.8654804133,42595.36356144979,61001.35935869765,97546.41826910632
2015-01-06 03:00:00,13795.132003422286,32687.409767454374,284502.85381525947,43183.72948131702,61805.38924253728,97212.13510082391
2015-01-06 04:00:00,14289.836477779867,32918.4828831347,285207.7370315023,44612.947938343896,63553.08658663561,97953.19655178952
2015-01-06 05:00:00,14469.841024028474,33990.96310898349,290649.22343004274,47389.86918206001,64785.834577473324,98415.39657037202
2015-01-06 06:00:00,15742.42351270587,35654.12469915873,301254.91652821214,54082.70460156683,66024.73701213983,100019.91273529768
2015-01-06 07:00:00,15560.396116743363,35872.575461892695,298013.60499926825,53272.030590120296,68862.60666987019,104930.6864133498
2015-01-06 08:00:00,13878.788378236462,34580.00105170212,276753.7871503009,49468.047285685185,61439.39877140494,106019.25672094125
2015-01-06 09:00:00,12561.634955876467,33638.48021662725,263031.7513033473,45000.05476255591,49214.18700014969,105198.60677588312
2015-01-06 10:00:00,11240.556301753892,33217.2289981361,244399.7564396981,39942.33979550459,47542.17340361711,107244.15453624587
2015-01-06 11:00:00,10639.451304301467,32794.53449423801,234566.6597328825,36186.77574068367,47214.06828289907,108097.91750741533
2015-01-06 12:00:00,11295.095382328182,32779.675670550794,226070.59223730618,34306.70906119546,46384.16801315325,110271.62188503037
2015-01-06 13:00:00,9962.387996347361,31446.83330170757,212677.08265527824,36066.20637907371,46044.8671399316,109313.67298299396
2015-01-06 14:00:00,9446.122129623698,30123.374223861654,227247.90198021597,38852.945685947154,48239.76354494917,106132.0494559184
2015-01-06 15:00:00,10395.34948034307,28243.950518629277,241230.5695663247,41881.82942824869,53489.18042889442,120976.54718957486
2015-01-06 16:00:00,11234.292626780001,27442.02392146262,259020.75166151676,45493.57771448165,58628.13372471448,141293.21685686897
2015-01-06 17:00:00,11724.166561737682,26260.416046460603,260176.89968605127,46553.75086985088,55113.523286672396,149344.7589848641
2015-01-06 18:00:00,10810.90986341071,25967.14454874363,262628.0742338955,43647.741829935294,56408.08343724768,153887.04822598604
2015-01-06 19:00:00,11518.412164934169,23308.17190208941,257876.04039913934,41777.33585874623,53253.15470464215,152374.22081139887
2015-01-06 20:00:00,12036.576860324047,21411.166193385463,257758.7524404981,38245.49787407764,50256.330322498885,147370.12566345138
2015-01-06 21:00:00,12389.809933139177,19812.94522503882,252310.7412074824,37794.353887934616,45171.52669065779,140374.4766919933
2015-01-06 22:00:00,12333.524794286053,18704.82540936654,246129.75850493737,38771.15164517853,42677.30149273923,128783.94141561394
2015-01-06 23:00:00,10925.32006118088,18303.68369348051,241840.84789084262,38952.6536673439,40952.29620327367,112416.0041861054
2015-01-07 00:00:00,9751.002313609119,20680.227836656573,238642.22978928825,39116.37995854863,38418.45003087519,113265.90180856797
2015-01-07 01:00:00,9749.598046715804,20416.26971804367,234311.3459857683,38849.46756626401,37623.91003810057,115880.493605722
2015-01-07 02:00:00,9704.648196629802,20646.55365747581,227922.46757572622,39040.87104842394,36501.6852750711,118436.43779626666
2015-01-07 03:00:00,10157.649561235809,20931.829920105723,228047.26979779656,40132.93070518972,36540.35866701013,120077.67725836289
2015-01-07 04:00:00,10296.251455015426,23481.503651057563,229835.72180977336,41125.75335540091,37821.64562430598,122395.01107237549
2015-01-07 05:00:00,12291.544521491582,29253.106241782207,236382.82307037676,42883.89188889212,42205.49600630475,126153.08219199734
2015-01-07 06:00:00,14530.990731649039,33603.816382796744,258944.51439586593,44886.1143142012,60711.1712325654,129998.49864648706
2015-01-07 07:00:00,15158.372433931723,34408.03842852737,262369.3022329031,45077.531270402156,65669.1127072984,133703.69016708998
2015-01-07 08:00:00,14809.592303310359,34312.996805979994,259015.0799819339,44108.34171301939,69351.16051885756,136927.86264866882
2015-01-07 09:00:00,14074.13199324339,34410.88297755205,246479.48469039056,38730.08149393479,52704.18568229776,137459.11673129053
2015-01-07 10:00:00,13449.672551846266,34296.12210514504,242653.7111271308,32898.88646341556,53268.85097514233,134948.26379814756
2015-01-07 11:00:00,12539.24188887018,34623.01513304284,241379.16265373374,30675.100099289277,49970.54592150151,132988.38973546168
2015-01-07 12:00:00,12758.756159530669,35167.29812880663,229172.73282315984,29438.015914772655,49404.801982525154,131847.48716941685
2015-01-07 13:00:00,13849.539567727898,35346.382320842975,230811.93075412235,29876.43585929807,48632.171063388334,131994.79548026744
2015-01-07 14:00:00,15034.047246454964,35686.48275780571,234348.4995595799,33945.379185202255,49080.93586090263,131760.49098789957
2015-01-07 15:00:00,14923.700548373628,35978.90589957368,242418.7113921831,38186.812136652006,50661.25683983925,131677.0263970261
2015-01-07 16:00:00,14608.142753199869,35643.956897441785,253121.55599568834,41698.941029679045,53093.844737764615,131391.29958611273
2015-01-07 17:00:00,12488.519957499924,35274.6167045043,257975.19648998787,42005.80014029229,54446.20843430448,129847.33530794873
2015-01-07 18:00:00,9546.125514709758,32671.008332525835,255049.56279581448,41980.23383353815,53182.46311699516,127508.57642750055
2015-01-07 19:00:00,9862.646224238897,32126.157466177745,232774.59334989663,40309.34591008734,54571.530079592216,128299.36869494038
2015-01-07 20:00:00,11792.207319717949,32772.32284337311,228484.4536247161,36860.5636311467,58660.07697487341,129276.45149309664
2015-01-07 21:00:00,13451.419190397548,32866.53642806237,226856.13994332566,36130.98813430265,59527.44166632801,126013.8862605136
2015-01-07 22:00:00,14174.416153838512,29745.233195712713,218693.24911189222,34916.86232021132,58804.66217201279,122499.06856594507
2015-01-07 23:00:00,13955.817844473582,26143.621604164084,217366.1828083708,32243.5469209941,57490.781769238725,118073.0588357218
2015-01-08 00:00:00,13967.406442399471,24928.691987507686,214905.51059683977,30626.140304063618,56164.0125859871,116492.0008054193
2015-01-08 01:00:00,13932.969625985497,23999.284665647167,213354.29824210049,29327.24895039258,55624.0038261819,116139.16046722239
2015-01-08 02:00:00,13857.932594942737,23760.043279522215,213959.6432986483,27765.27846763321,54813.12581488592,111699.12319918374
2015-01-08 03:00:00,13674.940725209046,23745.18964335364,212879.0624152588,26719.73194235326,53259.28988962786,106590.38478566699
2015-01-08 04:00:00,13443.9430388633,24283.212963318878,210891.01494621724,26850.771650043782,51564.09275153522,101844.5009794931
2015-01-08 05:00:00,12928.427904553642,25587.83890082683,209310.64872192114,28302.616101541247,50095.722645095666,99049.16086618893
2015-01-08 06:00:00,12107.628358521324,27795.83822735541,212823.80571993056,30566.330193610826,47898.031754752046,95593.60977460386
2015-01-08 07:00:00,9890.414720713288,28243.6952589969,211029.26113502323,32007.66658581225,48914.16410949586,99813.26284495549
2015-01-08 08:00:00,7593.303550014843,28300.052592483265,208906.79612497435,33554.45634842404,48604.259460280235,102962.86368463008
2015-01-08 09:00:00,14855.49798664319,28166.910468514063,218602.85576120514,34918.09353712066,47494.90308715442,110146.14005926967
2015-01-08 10:00:00,14741.924602103494,27941.098101791737,217776.17885654216,33956.0979482119,44920.38221411758,126874.10146747531
2015-01-08 11:00:00,14545.298320435104,28230.473560587212,213303.07694181992,32959.17962293053,40440.08305269343,141494.98243518878
2015-01-08 12:00:00,11080.91650851387,31874.895342028707,192078.90818887713,31100.19486711877,36739.94225201423,138034.06825607416
2015-01-08 13:00:00,9821.630309770862,32289.9481167843,187207.50074960975,30342.930608256538,37922.40996720558,124188.19872496961
2015-01-08 14:00:00,9988.728360926842,32053.08706796687,169073.14299765325,28796.13488406128,40461.69620862132,112569.63463504695
2015-01-08 15:00:00,10842.332143070405,32913.96010648258,175879.62886792675,30830.04011342454,42308.76191537839,108804.33889013839
2015-01-08 16:00:00,10852.683658897959,32515.881724700972,181413.49015098938,33726.19946924363,43059.66796128655,119862.33467597236
2015-01-08 17:00:00,9211.967033921093,31029.943397636653,175181.22208202534,35292.98833443168,41349.526953957225,124351.92075005152
2015-01-08 18:00:00,10898.459925004012,32282.99688371166,176808.9769871263,34528.500691015885,46984.16787040233,124017.96982367588
2015-01-08 19:00:00,9951.30236886939,32231.45579673386,181925.54482762783,33494.80207224329,48538.510700804145,120109.25888398793
2015-01-08 20:00:00,11840.15931990052,29583.3821081521,184597.03831930386,32402.53011748184,47436.778985838835,130927.01903691914
2015-01-08 21:00:00,11222.979389881675,28048.085750354327,185085.56203009945,33803.13496131641,45064.10579924128,133852.2938272978
2015-01-08 22:00:00,11232.59922832204,26487.12593884237,187407.96812434605,32597.9156876715,44903.89879646474,132675.20042154603
2015-01-08 23:00:00,10870.948370320428,25797.642263864418,194795.16639435577,30032.585627405573,46978.67978992093,129132.64925473975
2015-01-09 00:00:00,10617.518348522342,25406.90020491959,200742.27297136115,32679.474087096143,50800.92218532426,123744.77330956067
2015-01-09 01:00:00,9812.534492006653,25471.221682950505,217395.49891456027,38687.33079556684,50635.481667118285,125252.97553674033
2015-01-09 02:00:00,9633.478261457627,25695.0835224224,223726.07033692353,40171.61711358343,49888.65164386359,126570.56272244472
2015-01-09 03:00:00,10459.31842515427,26167.629398560442,226320.13433285657,39750.494262786975,49186.33200621829,123658.96210797167
2015-01-09 04:00:00,10632.138744372232,27348.01948793689,224687.00054017315,40199.45000080576,47467.19605891979,120971.10724680338
2015-01-09 05:00:00,11586.094030690427,31410.02625438524,214066.93073131194,40668.796872606545,48037.355725483045,123535.45384875851
2015-01-09 06:00:00,12833.382464838425,37021.89362485338,203756.12171919135,38618.22858432181,46823.41666068923,126713.16008167247
2015-01-09 07:00:00,12840.144762460386,37865.18674352573,201782.2792944688,37622.87390864204,48034.544601852176,137703.970095081
2015-01-09 08:00:00,13400.124016304144,38018.19502718404,205025.68194838992,37423.966375484146,48809.23703704586,142122.20043680197
2015-01-09 09:00:00,13785.485157047046,38130.57252213496,200607.53788062112,36700.06326468222,48043.072761490424,141557.12476869582
2015-01-09 10:00:00,14154.236816989482,37977.84347487819,199955.62705351497,36250.490308876586,47702.803540201756,145532.14575769822
2015-01-09 11:00:00,14091.328491462227,37866.598227962066,203966.82323759256,35125.39514034489,46635.17743953212,143524.34837488455
2015-01-09 12:00:00,13868.50429919171,37727.79361979506,208839.9569270413,34661.670326969186,46829.803594069206,138025.7853268383
2015-01-09 13:00:00,13351.663203934339,37650.16041738687,206412.90490938228,34070.436291610364,47316.01405550056,138331.70851743297
2015-01-09 14:00:00,13282.313026885477,38398.38327694782,205241.21755621908,34173.024939244024,47290.12997118582,139007.26845226422
2015-01-09 15:00:00,12483.136048476486,39118.74983228886,204563.12139146388,34849.524879546465,47127.715284592705,132092.5502252931
2015-01-09 16:00:00,12320.59758056327,39600.6743166333,204114.45905019031,34537.60707779281,47308.67702280847,122647.82671096892
2015-01-09 17:00:00,12783.112547482648,39516.782175935856,203527.86074522702,33998.51937485473,46727.99146512356,110960.6019832293
2015-01-09 18:00:00,14002.504608626645,38984.069861087446,195350.06594410667,31939.773821864703,44356.64291712292,100126.60042278348
2015-01-09 19:00:00,13118.894192085138,38392.915124916675,196619.6391471056,32720.156330499332,45245.321948114295,102968.02471685912
2015-01-09 20:00:00,10564.229865536385,37722.63502085077,193034.33964646354,32131.844809106875,42732.344941036914,97410.3562734823
2015-01-09 21:00:00,9500.713085647116,36978.562167596596,182306.24225463608,31064.875866292772,40247.88646773331,93220.67596228674
2015-01-09 22:00:00,11746.038854347104,36140.56304026906,172060.46032560203,29984.61601384611,37971.25233321791,90235.05550846709
2015-01-09 23:00:00,13443.57560752092,35547.6818185443,167697.20752405352,28644.802644641404,36040.657087498985,88221.36223201586
2015-01-10 00:00:00,16115.4044023213,35082.96182590418,164625.73100263684,27420.00645434061,33751.757667788974,89974.3910907237
2015-01-10 01:00:00,14972.723200325981,34877.24279553354,160763.11697928136,27724.531582070515,34337.78305018659,102079.83034512348
2015-01-10 02:00:00,15983.63230031703,34665.966463184894,160610.62758970007,27985.0091416066,33512.91924596111,100206.45851201653
2015-01-10 03:00:00,13072.943017710044,34577.19665736325,157986.42102645445,28182.696244896477,33950.71406396278,99612.49516004989
2015-01-10 04:00:00,9013.533028677608,34553.23980803226,158744.5403276766,29753.17129478026,35172.77154238515,100271.90155144465
2015-01-10 05:00:00,11169.549571402653,34708.97310176453,160668.4240408679,31217.31578823403,36329.35912260772,101486.17879098322
2015-01-10 06:00:00,11938.944034659871,34808.053216041175,163557.80197586084,32222.469802574098,37825.490627268,104398.88626296064
2015-01-10 07:00:00,11995.879792078227,34999.17093459241,163046.49984146658,34095.308253879055,41611.04639312057,113092.32677805061
2015-01-10 08:00:00,10901.294973415952,34912.2256342006,162979.7880398213,34265.499965525014,41879.07106751284,118664.97076134241
2015-01-10 09:00:00,9925.76290251915,32475.359199480034,162384.57098058035,33832.83673260411,40900.01863556246,125228.48140322969
2015-01-10 10:00:00,9672.137547043538,29858.045403615106,173483.4752926167,33422.666585610175,40079.98281165735,132608.56587854112
2015-01-10 11:00:00,10225.00813994794,29675.594943142536,179624.8729222005,33026.05683883475,39482.18576581706,139129.18261253138
2015-01-10 12:00:00,9957.460846691945,29692.418618873522,175666.64820160644,32687.346713257146,40206.4083330205,144427.9014176602
