,electricity
294,0.8444672882683357
295,0.8308395544894791
296,0.8352544460319987
297,0.8490995841296228
298,0.8598934248131863
299,0.8639761239787178
300,0.8627547018748416
301,0.8628191992590913
302,0.8619140888769193
303,0.8592367383083963
304,0.8493076324269982
305,0.8337674967141401
306,0.8297034126950253
307,0.8339911677848891
308,0.8427565361856765
309,0.8604824138743813
310,0.8846477753951967
311,0.9069730681155564
312,0.9220994303759831
313,0.93249069201916
314,0.9385247014727282
315,0.9388853605014422
316,0.9338361616337711
317,0.9179183391649384
318,0.8874303106213592
319,0.868839446225607
320,0.873746373112714
321,0.8839717576032572
322,0.8935180841582038
323,0.8978663820813423
324,0.8928317371967168
325,0.8729590337823496
326,0.8290190548572199
327,0.7500459937793417
328,0.633800937211737
329,0.49536196381635694
330,0.3349547638525383
331,0.15974949664304136
332,0.06251229568779064
333,0.03874345154663873
334,0.03899224888162467
335,0.04514773781506077
336,0.06371132564989565
337,0.09948093660011227
338,0.2519509746467394
339,0.507344257479086
340,0.7412960297522384
341,0.8866567435902034
342,0.9554806589410253
343,0.9773176433846721
344,0.9791720655119054
345,0.9831830826138884
346,0.8997908214297845
347,0.841383238111344
348,0.8458713307921062
349,0.8306430913129064
350,0.8125167115614309
351,0.8351294692483755
352,0.8596528275222234
353,0.8821387011860033
354,0.9078105532736523
355,0.9479738418684488
356,0.9762657943449766
357,0.9825363383200612
358,0.9622244584676087
359,0.909485893173322
360,0.8166773069776734
361,0.6763740584347492
362,0.47795768822382284
363,0.24868015583136702
364,0.08454156911189224
365,0.041202602721405523
366,0.04010604591589653
367,0.06839551089361443
368,0.24334359940090164
369,0.6242998949226023
370,0.8697088371510678
371,0.9518568839647201
372,0.9711739672457971
373,0.9708955668247845
374,0.9648263064123641
375,0.9642429091548331
376,0.9545189070581295
377,0.9580660077756614
378,0.9748333433225288
379,0.973418068192153
380,0.813380037442018
381,0.49363736286666504
382,0.35604090820118517
383,0.33018518172288036
384,0.4209488467248347
385,0.568871526056279
386,0.7297500901625181
387,0.8683144925424368
388,0.9565059457688196
389,0.982681115029342
390,0.9731577536361657
391,0.9390160390405232
392,0.8861571782344078
393,0.8271075334666195
394,0.7654848122993461
395,0.7087428477793762
396,0.6663239721568611
397,0.6186042760253773
398,0.5794509702995686
399,0.573928278510347
400,0.5864518761730085
401,0.6095750157284286
402,0.64781255325696
403,0.6725081839184549
404,0.6949266518230542
405,0.7544499450810866
406,0.8484741319965713
407,0.9193468426810494
408,0.9475036617559576
409,0.9539676778176235
410,0.9524319771226284
411,0.9532313677427636
412,0.9567564410722489
413,0.9592920811912266
414,0.9467581180393502
415,0.9295420655605967
416,0.8973565361791487
417,0.8463047646950891
418,0.7980288091736303
419,0.7468851862446184
420,0.6565991754204367
421,0.5605513687272814
422,0.5137792378863917
423,0.550013864519781
424,0.6096975183493761
425,0.663211873266767
426,0.7106735182957209
427,0.732673687666976
428,0.7592867048021046
429,0.7709291592118203
430,0.7534754401498605
431,0.7638736045920356
432,0.8831222431299337
433,0.9637489988276808
434,0.9759692646193745
435,0.9683770866152899
436,0.9487156140425949
437,0.9052177043290547
438,0.8279505109819287
439,0.7270066379144244
440,0.6055252071953635
441,0.4704838935396534
442,0.2976059733347644
443,0.11376372661786885
444,0.011512786909261118
445,0.006145108254049491
446,0.04589280573894686
447,0.14443903706862343
448,0.2538594505041515
449,0.37322662643292015
450,0.48298523108222935
451,0.557509664511342
452,0.6045413521688943
453,0.655783160215851
454,0.7209568734148765
455,0.7911820159790792
456,0.8574518074790931
457,0.9061699649646557
458,0.9369958029325532
459,0.9530519757765308
460,0.9625551284944365
461,0.9691218626689602
462,0.9731717688630969
463,0.9762404730496327
464,0.9787212134736213
465,0.980132189203093
466,0.9816363221198616
467,0.983050417450887
468,0.982545227031814
469,0.9757252678227041
470,0.9640437461043697
471,0.9531531022921624
472,0.9446237182286398
473,0.9416608535075413
474,0.9474956336148355
475,0.9583349101380815
476,0.9689677747878934
477,0.976645934027777
478,0.9816904234669336
479,0.9832112223290395
480,0.9811074978584777
481,0.9758857117170529
482,0.96702426386928
483,0.9545438131387415
484,0.9349161719771871
485,0.9034347016455389
486,0.8481258107822184
487,0.7771162661597136
488,0.7464883924031244
489,0.7629225752228627
490,0.7243039522814514
491,0.6077359228338327
492,0.5496320641866985
493,0.5994866724237026
494,0.7078825482357849
495,0.7952741165727365
496,0.8326458104239067
497,0.8592367383083963
498,0.8952441600830779
499,0.9252795816442693
500,0.9487713502152434
501,0.9643799392725033
502,0.9727612966229546
503,0.9765751821242078
504,0.9806527028701756
505,0.983230878461787
506,0.9806263378079457
507,0.9761508512971212
508,0.9760929821277313
509,0.9784860651891663
510,0.9820592222448414
511,0.9831086323971695
512,0.9801792712915305
513,0.9741416137383557
514,0.9659630226214811
515,0.9558937650571915
516,0.9453561733990645
517,0.9392441245447213
518,0.9399238008641096
519,0.9461196982432816
520,0.9519094337467734
521,0.9571816453254071
522,0.9536643394873592
523,0.9439206077068896
524,0.9359805308246738
525,0.9192216617791942
526,0.886490419627113
527,0.8563858715908782
528,0.8798483123299664
529,0.9258243801772311
530,0.9536643394873592
531,0.9685651933410303
532,0.978157957764589
533,0.9828393286603693
534,0.9631612773839074
535,0.9215872352939765
536,0.8739555446482901
537,0.8192839634371045
538,0.788501797944153
539,0.7610198350581795
540,0.7694180595912774
541,0.7993395729168994
542,0.8180936100302751
543,0.8531948561523767
544,0.9105693952950981
545,0.9536511310744286
546,0.977752766322809
547,0.9832221471057286
548,0.9808019952862108
549,0.9772529055479487
550,0.9767676382525089
551,0.9768795537466186
552,0.9794973160100918
553,0.9818627845998903
554,0.9827702388440995
555,0.9829788752786955
556,0.9825092325338403
557,0.981179178053005
558,0.9782077777088257
559,0.9738193332958098
560,0.9681185122184595
561,0.960871871612079
562,0.9579968416252205
563,0.9564468125778568
564,0.952301843896061
565,0.9508481612789841
566,0.950200938509473
567,0.9514875251848556
568,0.9531545649016239
569,0.9513284174264186
570,0.9452674412855601
571,0.9320608237607847
572,0.917621560787465
573,0.9052655088127052
574,0.898424793150774
575,0.900184768278583
576,0.9071611927703865
577,0.9142960317496467
578,0.9222611719578159
579,0.9297272980897555
580,0.9334844060930659
581,0.9341862719054167
582,0.9294678529220977
583,0.9231855712362439
584,0.9224629413294974
585,0.923425150849839
586,0.9303906070083622
587,0.9406922101207117
588,0.950336427878349
589,0.9521713759755212
590,0.9470460091541253
591,0.9415146661853577
592,0.9398593649232602
593,0.937498042913093
594,0.9170679651866575
595,0.8675895571055926
596,0.7869462872716103
597,0.7014959751916812
598,0.6443897773486482
599,0.6229696914130485
600,0.6002276615915717
601,0.5514132711108936
602,0.4784732775368375
603,0.3858847698397496
604,0.2830557059122787
605,0.1617563433855166
606,0.06010940315583895
607,0.0239034794854671
608,0.014599816552759909
609,0.015706546443974848
610,0.026749518105912907
611,0.045264877461713385
612,0.06575718275978908
613,0.08813960496928018
614,0.10876486166768456
615,0.12597184737305694
616,0.1308969485219097
617,0.12611726894530284
618,0.1120600168335247
619,0.08557683463227479
620,0.05543147036812461
621,0.03364878274359612
622,0.021969826904277498
623,0.014618772885790778
624,0.010104886442889519
625,0.016474315707365527
626,0.042882126270386546
627,0.10196395933263556
628,0.21731773913147065
629,0.35946796482372234
630,0.49523306008797324
631,0.637741715324334
632,0.7545472647801321
633,0.8343634596881693
634,0.8820962173124737
635,0.9110385008153853
636,0.9236243065848249
637,0.9026550473737729
638,0.8458821915701606
639,0.7325712625942239
640,0.58744932818672
641,0.5182795266756606
642,0.5238027184221387
643,0.605033380097466
644,0.6493423828278467
645,0.6055252071953635
646,0.503222885310542
647,0.3794171723077452
648,0.2524804245122802
649,0.17070156441809925
650,0.14224546474426567
651,0.1498465497469583
652,0.16428469504678353
653,0.17287091166233373
654,0.20519849435752852
655,0.27320112133626584
656,0.3573934098594571
657,0.44067632908865695
658,0.5282929531372643
659,0.6364300022041832
660,0.7374618814090969
661,0.8025351941235793
662,0.8445382647750906
663,0.8639120504381926
664,0.8736859461994456
665,0.8830654310274643
666,0.8634628769745978
667,0.8100271520549623
668,0.7581313324766643
669,0.6883951545159797
670,0.5860776553385838
671,0.4923969822672962
672,0.43658213663688644
673,0.3957642563917647
674,0.3480452262649306
675,0.36743412733221825
676,0.40066377830584315
677,0.3932572590790305
678,0.39563881515372107
679,0.4141745327772041
680,0.37743310687885956
681,0.417344531128139
682,0.5194360981377555
683,0.5386626297050191
684,0.5130073874335407
685,0.48788453853349834
686,0.45697105865156223
687,0.44477561415702527
688,0.4767976722006565
689,0.5295748973474169
690,0.598127072667154
691,0.6797668833773812
692,0.7621600157191313
693,0.8141829312734439
694,0.8459526812106578
695,0.8741084533474063
696,0.8956591190067401
697,0.9125238496144723
698,0.9223015620456202
699,0.9286094787392367
700,0.9403091165182706
701,0.9504715739102717
702,0.9505794439308249
703,0.9398593649232602
704,0.9314839188026411
705,0.928346428246159
706,0.9248490921272171
707,0.913147618519039
708,0.8868228698960546
709,0.8691504652117095
710,0.8704504127450211
711,0.8812356712660501
712,0.8902121047423123
713,0.9049304532711431
714,0.9183407202666176
715,0.928308780573142
716,0.9367264742596672
717,0.9460320998376762
718,0.9466714710398221
719,0.9353987787413593
720,0.9251623881631121
721,0.9176640138325437
722,0.8910731857751941
723,0.863591329906231
724,0.8231599560721814
725,0.7773907302686976
726,0.7388783450131833
727,0.700078942396067
728,0.663904587659881
729,0.6452172295490414
730,0.6442715046056622
731,0.6456896993711074
732,0.7034521933811984
733,0.6640199771246142
734,0.613976824323053
735,0.5813293639621879
736,0.5589043352800079
737,0.5450458069344736
738,0.5133933254846996
739,0.4851769905782736
740,0.49110775682749713
741,0.4936861513389005
742,0.4532445866245361
743,0.39890335339338967
744,0.36215823099185224
745,0.3447866502464393
746,0.33102634719616725
747,0.323337996087968
748,0.3318582566407966
749,0.366696578375355
750,0.4335150978316831
751,0.48582164089889435
752,0.5200785157051213
753,0.543260027263307
754,0.5688918927655071
755,0.587947796172825
756,0.588570637625133
757,0.5731737548840523
758,0.5680090483920056
759,0.5632091111638068
760,0.5695222312008812
761,0.5865765951379083
762,0.5916807316812247
763,0.6103098359837978
764,0.6427324804850384
765,0.671595410732083
766,0.6895071184753514
767,0.7010603400642157
768,0.7119567673301317
769,0.7249289916563519
770,0.7143013163537769
771,0.6887289534131893
772,0.6870581668788629
773,0.7328784694763665
774,0.7865017844411408
775,0.8169974175671281
776,0.833244734127927
777,0.8363631912971738
778,0.8351803326897462
779,0.8297034126950253
780,0.8219081860202995
781,0.8183534411326663
782,0.8274910769025507
783,0.8422549182349545
784,0.8445382647750906
785,0.8414642416370409
786,0.8413201643103008
787,0.8443962873931121
788,0.8502066597050643
789,0.8638479533803737
790,0.8888555580674942
791,0.909485893173322
792,0.9235048669849654
793,0.9308662421054421
794,0.9317368428728747
795,0.9329891740591625
796,0.9290211386837491
797,0.9227044676519933
798,0.9399238008641096
799,0.9646329623099318
800,0.9788987527254261
801,0.9832003303500786
802,0.981092236323388
803,0.9768791501992855
804,0.9770676774836
805,0.976645934027777
806,0.9756953997819485
807,0.9758292788241933
808,0.9750212637412876
809,0.9740153316267417
810,0.9738468671714181
811,0.977448118602205
812,0.9811663310019838
813,0.9830309338679762
814,0.9825553920251293
815,0.9761702138367729
816,0.9539172525634988
817,0.8909121545429238
818,0.7508324235350687
819,0.5640942249105431
820,0.40898624730595584
821,0.3185231275072235
822,0.285627175082767
823,0.30275316162027277
824,0.3373436430117657
825,0.36154626255931627
826,0.36130156444829464
827,0.33055130936165167
828,0.27232289594135034
829,0.21741613989161837
830,0.1708745539783021
831,0.11784492157651735
832,0.07610125783721783
833,0.04601113994740646
834,0.029383371745788502
835,0.021796982867158622
836,0.02251879637863706
837,0.032715368696736316
838,0.047084663083277814
839,0.05268431920373775
840,0.04303344126296225
841,0.02669338924469149
842,0.014075647523621958
843,0.008725399288057819
844,0.009928463255833693
845,0.01821420487529781
846,0.03453271962027391
847,0.060669598124017066
848,0.09303792007703085
849,0.1191069622296254
850,0.13999388419830536
851,0.15414000872466035
852,0.16803265675103068
853,0.18793149960883096
854,0.2114555604370211
855,0.22757196327489726
856,0.22767268820332864
857,0.22506110930146286
858,0.22969186833201796
859,0.2354951716579124
860,0.23847514417970223
861,0.23467635144174046
862,0.22226561197828193
863,0.20453050684110277
864,0.18286492616610658
865,0.15742598799352564
866,0.1302289550121926
867,0.11219575342173024
868,0.10598683777483149
869,0.11314863700305865
870,0.11924767815145457
871,0.13336329576825218
872,0.15553175722039228
873,0.17938086261221314
874,0.19988664560781008
875,0.2198835549928935
876,0.23416530293719007
877,0.22706867365859248
878,0.21223241050621108
879,0.2061547413258244
880,0.2128160145981794
881,0.2331448568979966
882,0.2654514213470533
883,0.29080000320635796
884,0.3006899522812896
885,0.2945351439078963
886,0.280716651743389
887,0.27013288173684613
888,0.27540220203384486
889,0.2971502019308948
890,0.3470786514794506
891,0.42191738030517173
892,0.5024499156043767
893,0.5702783435317275
894,0.6328430676855904
895,0.6621715914371705
896,0.6392894721633847
897,0.5810790422681561
898,0.5118494231682142
899,0.4671353832047755
900,0.445672968240046
901,0.47409134052470836
902,0.5357215658824775
903,0.6184827550472956
904,0.6808939808620172
905,0.6932727730108119
906,0.6262316143378065
907,0.48891598386277735
908,0.31431819628595825
909,0.17348104519154178
910,0.10644687292786734
911,0.11396919522909299
912,0.18214726530063866
913,0.24731458301173562
914,0.28450791131257763
915,0.3008044240950856
916,0.2854031709229503
917,0.24952229229513365
918,0.23467635144174046
919,0.26080736320104625
920,0.319929526265965
921,0.405324779195397
922,0.5072154961635488
923,0.6121448214984093
924,0.6832545711994487
925,0.7342073275094632
926,0.7617781578809378
927,0.7669006597487517
928,0.791532415222828
929,0.8495846914404255
930,0.8889645816952135
931,0.8889100807673636
932,0.8582472525269847
933,0.8161963936413433
934,0.7684986926569489
935,0.7075595842178193
936,0.6189687555909095
937,0.49433071035769144
938,0.35520096170315696
939,0.23029935781043442
940,0.13164149886405754
941,0.08528849681851572
942,0.06925522437685133
943,0.07476437335695256
944,0.0943793010439748
945,0.133438451606056
946,0.17858204743049025
947,0.23222834107921317
948,0.2803831918700081
949,0.30597395026292545
950,0.3108306693624029
951,0.3047070017289024
952,0.29874666333606226
953,0.29806203334774833
954,0.3004610620928371
955,0.31525076244527156
956,0.3428605309935705
957,0.3658366640732174
958,0.3825229482059125
959,0.39626611654491645
960,0.3960151674527
961,0.37446244439088827
962,0.3360290173361505
963,0.2887711405493608
964,0.24532522587706462
965,0.2010187203222682
966,0.16975185864743242
967,0.14625532581793235
968,0.11686881058080065
969,0.09267409071612276
970,0.06819417737249889
971,0.04112892498795534
972,0.023178868583613097
973,0.014075647523621958
974,0.009754157487017573
975,0.008539566291602288
976,0.011160949295674228
977,0.022143552348757995
978,0.05031428576444306
979,0.1017076049194274
980,0.1631020626104203
981,0.21741613989161837
982,0.25758975599696954
983,0.2968085630994881
984,0.35641845916751214
985,0.4535014899839391
986,0.5802025985936821
987,0.703885985734065
988,0.7999078774137129
989,0.8627547018748416
990,0.9039193347364901
991,0.9291330486844699
992,0.944672527651145
993,0.9542190192543966
994,0.9606561661209608
995,0.965644995962134
996,0.9706767469513516
997,0.9743138238113811
998,0.9752626890090672
999,0.974846131478706
1000,0.9743270022185913
1001,0.9731717688630969
1002,0.9696671283483549
1003,0.9643017039143984
1004,0.9579737614998503
1005,0.9519619297006967
1006,0.9448516176368705
1007,0.9364899715404401
1008,0.9242190866338523
1009,0.9075833052041836
1010,0.8980189271183645
1011,0.8987788289035282
1012,0.8988293219636428
1013,0.8870993081708369
1014,0.8597622774369209
1015,0.818909711811272
1016,0.78756755204561
1017,0.7785775219129552
1018,0.7922320225327505
1019,0.8189890794552117
1020,0.8424700439499995
1021,0.8618492610650691
1022,0.8782133463030672
1023,0.8786237463371629
1024,0.8707584189530213
1025,0.8590392691827293
1026,0.8267233701328957
1027,0.7829235190208768
1028,0.7229469461596468
1029,0.6505172506370774
1030,0.5940397313087461
1031,0.5649789307793245
1032,0.5470851872534933
1033,0.5302156974111933
1034,0.5094041310417484
1035,0.48350092984605303
1036,0.43939632625792374
1037,0.3866328880586556
1038,0.34358239550278447
1039,0.30275316162027277
1040,0.24002370575256105
1041,0.1761093422660407
1042,0.14271389234728646
1043,0.109700379756861
1044,0.06709331332467203
1045,0.03974461717282406
1046,0.027772715267855037
1047,0.03902787256783727
1048,0.10081339984094104
1049,0.19178056640735508
1050,0.2501547843765916
1051,0.29396792790791687
1052,0.36952623117464883
1053,0.45812812178243123
1054,0.6134885841663339
1055,0.7544499450810866
1056,0.831292453010296
1057,0.8647431733941896
1058,0.9143838340759759
1059,0.9506870948968232
1060,0.9754115454375305
1061,0.9780676810694906
1062,0.9582499072458358
1063,0.9623694918605425
1064,0.9776047069141591
1065,0.9692882947234227
1066,0.9630455867492186
1067,0.9438600546350567
1068,0.9306104865566172
1069,0.9288342785251551
1070,0.9087473822593364
1071,0.8850966834000289
1072,0.8800224395753192
1073,0.8521974776326808
1074,0.8591709390309396
1075,0.8587096785338756
1076,0.8734440092351929
1077,0.93474303956551
1078,0.9591351566497931
1079,0.9501737993831205
1080,0.9257855807526465
1081,0.9126578332448758
1082,0.8888555580674942
1083,0.8849845890258776
1084,0.8873751983169051
1085,0.8824390283777299
1086,0.8717401577380316
1087,0.8578499588955331
1088,0.8396562361194306
1089,0.808297095666088
1090,0.77158070348668
1091,0.7430004709508958
1092,0.7334922678264729
1093,0.752596354709075
1094,0.7563918133467824
1095,0.7350231670259573
1096,0.7311349230518935
1097,0.7195906412724762
1098,0.693162351772652
1099,0.6430878830123463
1100,0.5687657985297019
1101,0.5535743249249813
1102,0.5309845028760242
1103,0.45954265330595817
1104,0.4355594356165625
1105,0.4559427789723145
1106,0.46739291202279043
1107,0.4963931605680228
1108,0.5493774967124797
1109,0.6166582819601563
1110,0.7047525602190903
1111,0.7645378889140634
1112,0.7835525674571424
1113,0.7509306209027983
1114,0.6956968917467783
1115,0.6140988508015126
1116,0.45517171004298773
1117,0.3797895025437439
1118,0.3348354776704084
1119,0.2835021958239054
1120,0.2017753123842951
1121,0.20510299767968454
1122,0.39664261127690337
1123,0.5338019660882021
1124,0.6178749422649955
1125,0.7519112932801457
1126,0.843969770271899
1127,0.8987283149844498
1128,0.9247313131621812
1129,0.9332371954042805
1130,0.9469885455207594
1131,0.9425127923903959
1132,0.9311211695546615
1133,0.9201771332844012
1134,0.9018209243747094
1135,0.8865458829177016
1136,0.8822105769238145
1137,0.8787408001625489
1138,0.8698326647155543
1139,0.8446801446926729
1140,0.816356797752686
1141,0.7948413953412059
1142,0.7769331674223982
1143,0.7670890275264771
1144,0.7117431078356707
1145,0.6889513862184252
1146,0.7265918261475061
1147,0.7422994561633449
1148,0.7563918133467824
1149,0.7785775219129552
1150,0.7772992667683303
1151,0.7751888387840278
1152,0.7732506145508303
1153,0.7661462192189185
1154,0.775280866043717
1155,0.8007580148757524
1156,0.835624643294512
1157,0.8670869925644411
1158,0.8968958796044265
1159,0.9138558707934726
1160,0.9093017393756625
1161,0.9183407202666176
1162,0.9411679660552686
1163,0.9546929769873203
1164,0.9589099438941592
1165,0.9652096461787785
1166,0.975981162200902
1167,0.9829259684234066
1168,0.9824072989852602
1169,0.9814283665095792
1170,0.9807817719174431
1171,0.9794423697255693
1172,0.9754235657865312
1173,0.9691395405403681
1174,0.9657151687747081
1175,0.9744452240826726
1176,0.9823098924855895
1177,0.95022806387864
1178,0.8789746369308267
1179,0.8006731132226901
1180,0.7391812844870026
1181,0.69843954266406
1182,0.6815693102853602
1183,0.6953669115743958
1184,0.7269029686603685
1185,0.7543526015895471
1186,0.7848070361551764
1187,0.810928982660489
1188,0.8362156785959296
1189,0.8604824138743813
1190,0.8806014030271192
1191,0.8912875919406021
1192,0.8948799580338116
1193,0.8990310857148824
1194,0.9127470589590986
1195,0.9289464461710576
1196,0.9432818332469818
1197,0.9541688554923262
1198,0.962452112852697
1199,0.9681876988287366
1200,0.9722693819525418
1201,0.9775941990938937
1202,0.9809741493208082
1203,0.9813748239739943
1204,0.9804245263745313
1205,0.9782177130899393
1206,0.9733808088994104
1207,0.9637489988276808
1208,0.9536135992594205
1209,0.9569931678898799
1210,0.9647877270761419
1211,0.9622244584676087
1212,0.9504715739102717
1213,0.9422025434563737
1214,0.9534610627017759
1215,0.9725167830407419
1216,0.9815257399406012
1217,0.9832310639357856
1218,0.9822903418704003
1219,0.9830945355850697
1220,0.981732242466746
1221,0.9781878783391426
1222,0.9803565449652585
1223,0.9831002647221788
1224,0.983223503507961
1225,0.980132189203093
1226,0.9607425909040451
1227,0.9158215567866901
1228,0.8642321830379599
1229,0.8346608494408705
1230,0.8376863784982764
1231,0.8569196034155707
1232,0.8749501028743798
1233,0.8713113741526599
1234,0.8376863784982764
1235,0.7813907997000393
1236,0.6929414484456593
1237,0.5680090483920056
1238,0.4474683257613878
1239,0.3973958554606023
1240,0.3330480025530475
1241,0.24282340854381135
1242,0.184575525810797
1243,0.18125235152200694
1244,0.25301039964676475
1245,0.35641845916751214
1246,0.4275185263514824
1247,0.47422020029604456
1248,0.5734253000312359
1249,0.7216909893806746
1250,0.8298552199208712
1251,0.892141769373982
1252,0.9381290858149786
1253,0.962698864750369
1254,0.973954304184026
1255,0.9804395273277422
1256,0.9832105359232942
1257,0.9832098384001318
1258,0.9779766318432682
1259,0.9604610138295194
