LOCATION: Energinet Lot1_SWLB
SYSTEM SERIAL: WS170
TIMESTAMP (ISO-8601) UTC;irLatitude deg;irLongitude deg;spLatitude deg;spLongitude deg
2021-12-15T20:00:00Z;  56.62801743;   6.30207002;  56.62801266;   6.30205393
2021-12-15T20:10:00Z;  56.62802696;   6.30211830;  56.62802219;   6.30213440
2021-12-15T20:20:00Z;  56.62799835;   6.30205393;  56.62797928;   6.30206466
2021-12-15T20:30:00Z;  56.62784100;   6.30202174;  56.62782669;   6.30205393
2021-12-15T20:40:00Z;  56.62777901;   6.30201101;  56.62776470;   6.30198419
2021-12-15T20:50:00Z;  56.62776470;   6.30198419;  56.62775040;   6.30197883
2021-12-15T21:00:00Z;  56.62775040;   6.30194664;  56.62774563;   6.30197346
2021-12-15T21:10:00Z;  56.62774086;   6.30194664;  56.62773132;   6.30196810
2021-12-15T21:20:00Z;  56.62771225;   6.30195737;  56.62771702;   6.30195737
2021-12-15T21:30:00Z;  56.62776470;   6.30194664;  56.62774086;   6.30201638
2021-12-15T21:40:00Z;  56.62777424;   6.30197883;  56.62776470;   6.30201101
2021-12-15T21:50:00Z;  56.62778377;   6.30198955;  56.62780285;   6.30196273
2021-12-15T22:00:00Z;  56.62777901;   6.30195200;  56.62778377;   6.30201101
2021-12-15T22:10:00Z;  56.62777424;   6.30196810;  56.62778854;   6.30195737
2021-12-15T22:20:00Z;  56.62777424;   6.30193055;  56.62776470;   6.30192518
2021-12-15T22:30:00Z;  56.62777901;   6.30191982;  56.62775993;   6.30194664
2021-12-15T22:40:00Z;  56.62777901;   6.30193055;  56.62776470;   6.30193055
2021-12-15T22:50:00Z;  56.62775993;   6.30191982;  56.62776470;   6.30193591
2021-12-15T23:00:00Z;  56.62781715;   6.30194128;  56.62781715;   6.30194128
2021-12-15T23:10:00Z;  56.62781239;   6.30188763;  56.62783146;   6.30189836
2021-12-15T23:20:00Z;  56.62781715;   6.30185545;  56.62782192;   6.30190372
2021-12-15T23:30:00Z;  56.62787914;   6.30192518;  56.62787914;   6.30192518
2021-12-15T23:40:00Z;  56.62795544;   6.30195200;  56.62796974;   6.30197346
2021-12-15T23:50:00Z;  56.62798882;   6.30193055;  56.62799358;   6.30196273
2021-12-16T00:00:00Z;  56.62808895;   6.30195737;  56.62808895;   6.30195737
2021-12-16T00:10:00Z;  56.62826061;   6.30183399;  56.62827492;   6.30183399
2021-12-16T00:20:00Z;  56.62847996;   6.30161405;  56.62848949;   6.30160332
2021-12-16T00:30:00Z;  56.62856102;   6.30145311;  56.62853718;   6.30146921
2021-12-16T00:40:00Z;  56.62856579;   6.30144775;  56.62856102;   6.30147994
2021-12-16T00:50:00Z;  56.62859917;   6.30136728;  56.62858486;   6.30138874
2021-12-16T01:00:00Z;  56.62861824;   6.30123317;  56.62861824;   6.30124927
2021-12-16T01:10:00Z;  56.62860870;   6.30132973;  56.62860394;   6.30132437
2021-12-16T01:20:00Z;  56.62858963;   6.30138874;  56.62857532;   6.30136728
2021-12-16T01:30:00Z;  56.62858486;   6.30143702;  56.62858486;   6.30140483
2021-12-16T01:40:00Z;  56.62855625;   6.30144775;  56.62856102;   6.30144775
2021-12-16T01:50:00Z;  56.62856102;   6.30146921;  56.62856579;   6.30149066
2021-12-16T02:00:00Z;  56.62853241;   6.30150139;  56.62854671;   6.30149603
2021-12-16T02:10:00Z;  56.62847519;   6.30161405;  56.62847519;   6.30164623
2021-12-16T02:20:00Z;  56.62841320;   6.30171061;  56.62839413;   6.30172133
2021-12-16T02:30:00Z;  56.62837029;   6.30177498;  56.62835598;   6.30180716
2021-12-16T02:40:00Z;  56.62840843;   6.30175352;  56.62839413;   6.30174279
2021-12-16T02:50:00Z;  56.62843704;   6.30171597;  56.62841797;   6.30171597
2021-12-16T03:00:00Z;  56.62839413;   6.30177498;  56.62839889;   6.30174816
2021-12-16T03:10:00Z;  56.62840843;   6.30175888;  56.62839889;   6.30174816
2021-12-16T03:20:00Z;  56.62839889;   6.30174816;  56.62838936;   6.30174816
2021-12-16T03:30:00Z;  56.62841320;   6.30175888;  56.62840843;   6.30178571
2021-12-16T03:40:00Z;  56.62836552;   6.30180716;  56.62836552;   6.30179107
2021-12-16T03:50:00Z;  56.62831783;   6.30180716;  56.62832260;   6.30182326
2021-12-16T04:00:00Z;  56.62829876;   6.30185008;  56.62831307;   6.30183935
2021-12-16T04:10:00Z;  56.62829876;   6.30186617;  56.62829399;   6.30183399
2021-12-16T04:20:00Z;  56.62824154;   6.30190909;  56.62824154;   6.30191445
2021-12-16T04:30:00Z;  56.62818432;   6.30194128;  56.62817478;   6.30194664
2021-12-16T04:40:00Z;  56.62816048;   6.30203784;  56.62816524;   6.30197883
2021-12-16T04:50:00Z;  56.62817001;   6.30198955;  56.62816524;   6.30200028
2021-12-16T05:00:00Z;  56.62817001;   6.30200028;  56.62817955;   6.30200028
2021-12-16T05:10:00Z;  56.62816524;   6.30200028;  56.62817478;   6.30199492
2021-12-16T05:20:00Z;  56.62815571;   6.30199492;  56.62817478;   6.30201101
2021-12-16T05:30:00Z;  56.62814617;   6.30204320;  56.62815094;   6.30204856
2021-12-16T05:40:00Z;  56.62810326;   6.30203247;  56.62809849;   6.30200565
2021-12-16T05:50:00Z;  56.62810803;   6.30205929;  56.62810803;   6.30206466
2021-12-16T06:00:00Z;  56.62812710;   6.30204856;  56.62811756;   6.30201638
2021-12-16T06:10:00Z;  56.62809372;   6.30205393;  56.62808418;   6.30208611
2021-12-16T06:20:00Z;  56.62806034;   6.30204320;  56.62805080;   6.30205393
2021-12-16T06:30:00Z;  56.62801743;   6.30202711;  56.62802696;   6.30206466
2021-12-16T06:40:00Z;  56.62798882;   6.30203247;  56.62798882;   6.30202174
2021-12-16T06:50:00Z;  56.62800312;   6.30203247;  56.62798882;   6.30205929
2021-12-16T07:00:00Z;  56.62801266;   6.30204320;  56.62801266;   6.30202711
2021-12-16T07:10:00Z;  56.62797928;   6.30202711;  56.62796974;   6.30202174
2021-12-16T07:20:00Z;  56.62798405;   6.30200028;  56.62796497;   6.30204320
2021-12-16T07:30:00Z;  56.62796974;   6.30204320;  56.62797451;   6.30201101
2021-12-16T07:40:00Z;  56.62799358;   6.30200565;  56.62799358;   6.30202174
2021-12-16T07:50:00Z;  56.62795544;   6.30199492;  56.62795544;   6.30203784
2021-12-16T08:00:00Z;  56.62791729;   6.30203247;  56.62792206;   6.30205393
2021-12-16T08:10:00Z;  56.62789822;   6.30199492;  56.62789345;   6.30200028
2021-12-16T08:20:00Z;  56.62791729;   6.30197346;  56.62791729;   6.30196273
2021-12-16T08:30:00Z;  56.62789822;   6.30199492;  56.62789822;   6.30197346
2021-12-16T08:40:00Z;  56.62790298;   6.30196273;  56.62789345;   6.30198419
2021-12-16T08:50:00Z;  56.62788391;   6.30199492;  56.62788868;   6.30197883
2021-12-16T09:00:00Z;  56.62787914;   6.30195200;  56.62787914;   6.30197346
2021-12-16T09:10:00Z;  56.62789822;   6.30196273;  56.62788391;   6.30196273
2021-12-16T09:20:00Z;  56.62787914;   6.30197346;  56.62787914;   6.30201101
2021-12-16T09:30:00Z;  56.62789822;   6.30196273;  56.62789345;   6.30195737
2021-12-16T09:40:00Z;  56.62788391;   6.30198419;  56.62789822;   6.30196810
2021-12-16T09:50:00Z;  56.62791729;   6.30195737;  56.62791729;   6.30193055
2021-12-16T10:00:00Z;  56.62791252;   6.30196273;  56.62790298;   6.30195737
2021-12-16T10:10:00Z;  56.62794590;   6.30196273;  56.62795067;   6.30197883
2021-12-16T10:20:00Z;  56.62793159;   6.30197883;  56.62793636;   6.30197346
2021-12-16T10:30:00Z;  56.62792683;   6.30198955;  56.62791729;   6.30195200
2021-12-16T10:40:00Z;  56.62791729;   6.30198419;  56.62790775;   6.30195737
2021-12-16T10:50:00Z;  56.62792683;   6.30194128;  56.62793636;   6.30193591
2021-12-16T11:00:00Z;  56.62802219;   6.30196810;  56.62803650;   6.30198419
2021-12-16T11:10:00Z;  56.62813187;   6.30190909;  56.62814140;   6.30188227
2021-12-16T11:20:00Z;  56.62824154;   6.30180716;  56.62824631;   6.30181789
2021-12-16T11:30:00Z;  56.62833691;   6.30171061;  56.62834168;   6.30172670
2021-12-16T11:40:00Z;  56.62841320;   6.30164623;  56.62842274;   6.30162477
2021-12-16T11:50:00Z;  56.62845612;   6.30148530;  56.62846565;   6.30148530
2021-12-16T12:00:00Z;  56.62852764;   6.30138874;  56.62852764;   6.30139410
2021-12-16T12:10:00Z;  56.62857532;   6.30125463;  56.62857056;   6.30122244
2021-12-16T12:20:00Z;  56.62860394;   6.30105615;  56.62860394;   6.30105078
2021-12-16T12:30:00Z;  56.62862778;   6.30097568;  56.62862301;   6.30095959
2021-12-16T12:40:00Z;  56.62862301;   6.30084157;  56.62861347;   6.30081475
2021-12-16T12:50:00Z;  56.62864208;   6.30078793;  56.62863731;   6.30075574
2021-12-16T13:00:00Z;  56.62864685;   6.30079866;  56.62864208;   6.30078256
2021-12-16T13:10:00Z;  56.62865639;   6.30088449;  56.62862778;   6.30086839
2021-12-16T13:20:00Z;  56.62864208;   6.30085766;  56.62863255;   6.30085766
2021-12-16T13:30:00Z;  56.62864208;   6.30091131;  56.62864685;   6.30087912
2021-12-16T13:40:00Z;  56.62863731;   6.30087912;  56.62864208;   6.30087912
2021-12-16T13:50:00Z;  56.62862301;   6.30098105;  56.62863255;   6.30098105
2021-12-16T14:00:00Z;  56.62862778;   6.30099714;  56.62863731;   6.30099714
2021-12-16T14:10:00Z;  56.62862301;   6.30112588;  56.62863731;   6.30113661
2021-12-16T14:20:00Z;  56.62858486;   6.30136192;  56.62858486;   6.30136192
2021-12-16T14:30:00Z;  56.62848949;   6.30162477;  56.62848473;   6.30159259
2021-12-16T14:40:00Z;  56.62842274;   6.30172670;  56.62843227;   6.30169988
2021-12-16T14:50:00Z;  56.62838936;   6.30175888;  56.62839413;   6.30176961
2021-12-16T15:00:00Z;  56.62837982;   6.30179107;  56.62837029;   6.30179644
2021-12-16T15:10:00Z;  56.62834644;   6.30180716;  56.62835121;   6.30181789
2021-12-16T15:20:00Z;  56.62834644;   6.30182862;  56.62835598;   6.30181789
2021-12-16T15:30:00Z;  56.62833691;   6.30182326;  56.62832737;   6.30183399
2021-12-16T15:40:00Z;  56.62829876;   6.30182862;  56.62829876;   6.30182862
2021-12-16T15:50:00Z;  56.62830353;   6.30181789;  56.62830830;   6.30183399
2021-12-16T16:00:00Z;  56.62828922;   6.30182326;  56.62829399;   6.30184472
2021-12-16T16:10:00Z;  56.62820339;   6.30191982;  56.62822247;   6.30191445
2021-12-16T16:20:00Z;  56.62816048;   6.30196810;  56.62818432;   6.30197883
2021-12-16T16:30:00Z;  56.62817001;   6.30198955;  56.62818432;   6.30199492
2021-12-16T16:40:00Z;  56.62818432;   6.30201638;  56.62820816;   6.30201101
2021-12-16T16:50:00Z;  56.62818432;   6.30198955;  56.62819385;   6.30196810
2021-12-16T17:00:00Z;  56.62818432;   6.30199492;  56.62819385;   6.30198955
2021-12-16T17:10:00Z;  56.62819385;   6.30199492;  56.62818909;   6.30197883
2021-12-16T17:20:00Z;  56.62820339;   6.30198419;  56.62820339;   6.30197883
2021-12-16T17:30:00Z;  56.62822247;   6.30198419;  56.62820816;   6.30203784
2021-12-16T17:40:00Z;  56.62825584;   6.30201101;  56.62825584;   6.30201101
2021-12-16T17:50:00Z;  56.62826061;   6.30197883;  56.62825108;   6.30196810
2021-12-16T18:00:00Z;  56.62819385;   6.30199492;  56.62818432;   6.30201101
2021-12-16T18:10:00Z;  56.62814617;   6.30202711;  56.62814617;   6.30203784
2021-12-16T18:20:00Z;  56.62808418;   6.30203247;  56.62809372;   6.30205929
2021-12-16T18:30:00Z;  56.62808895;   6.30205393;  56.62808418;   6.30203247
2021-12-16T18:40:00Z;  56.62806988;   6.30202711;  56.62805080;   6.30203247
2021-12-16T18:50:00Z;  56.62808418;   6.30205929;  56.62808418;   6.30204856
2021-12-16T19:00:00Z;  56.62806988;   6.30202711;  56.62806034;   6.30204320
2021-12-16T19:10:00Z;  56.62803173;   6.30206466;  56.62802696;   6.30203247
2021-12-16T19:20:00Z;  56.62800312;   6.30202174;  56.62798882;   6.30204320
2021-12-16T19:30:00Z;  56.62802219;   6.30204856;  56.62803173;   6.30203247
2021-12-16T19:40:00Z;  56.62801266;   6.30201638;  56.62799835;   6.30198955
2021-12-16T19:50:00Z;  56.62794113;   6.30201101;  56.62793636;   6.30204320
2021-12-16T20:00:00Z;  56.62795544;   6.30202174;  56.62795544;   6.30201638
2021-12-16T20:10:00Z;  56.62795544;   6.30201101;  56.62795067;   6.30202711
2021-12-16T20:20:00Z;  56.62791729;   6.30202711;  56.62789822;   6.30201101
2021-12-16T20:30:00Z;  56.62787437;   6.30200565;  56.62787914;   6.30197346
2021-12-16T20:40:00Z;  56.62785530;   6.30198955;  56.62786484;   6.30197346
2021-12-16T20:50:00Z;  56.62784100;   6.30195737;  56.62784100;   6.30196810
2021-12-16T21:00:00Z;  56.62786007;   6.30198419;  56.62783146;   6.30199492
2021-12-16T21:10:00Z;  56.62784100;   6.30194128;  56.62782192;   6.30194128
2021-12-16T21:20:00Z;  56.62784576;   6.30195200;  56.62785053;   6.30195737
2021-12-16T21:30:00Z;  56.62782192;   6.30190372;  56.62781239;   6.30193055
2021-12-16T21:40:00Z;  56.62784100;   6.30192518;  56.62784100;   6.30193591
2021-12-16T21:50:00Z;  56.62783146;   6.30193055;  56.62782669;   6.30195200
2021-12-16T22:00:00Z;  56.62780285;   6.30195737;  56.62781715;   6.30191982
2021-12-16T22:10:00Z;  56.62778377;   6.30191445;  56.62777901;   6.30191982
2021-12-16T22:20:00Z;  56.62780285;   6.30189300;  56.62778377;   6.30190909
2021-12-16T22:30:00Z;  56.62776470;   6.30188763;  56.62775517;   6.30193055
2021-12-16T22:40:00Z;  56.62778377;   6.30188227;  56.62778377;   6.30190372
